가게명,별점,주소,카테고리,위도,경도
아이리스 PC POP 치평점,4.31,광주 서구 치평로 20 나동 4층,PC방,35.149115222787,126.847653299677
블루오션pc방,0.0,광주 서구 상무대로 981,PC방,35.1518515551728,126.869242856999
PCGROUND,3.98,광주 서구 무진대로 904 2층,PC방,35.1605756425809,126.879873116288
첨단 미스터K PC방,0.0,광주 광산구 첨단중앙로170번길 64 2층 미스터 K pc방,PC방,35.2204560879368,126.84536221598
그레이드pc클럽,0.0,광주 동구 중앙로160번길 35,PC방,35.1462117168075,126.916395629928
아이리스PC카페 상무점,4.49,광주 서구 상무중앙로 103 휴먼빌딩,PC방,35.1563516093891,126.847797524405
아이리스,4.64,광주 광산구 신창로 121,PC방,35.1961821828052,126.838072874474
아이리스PC POP 송정점,4.36,광주 광산구 상무대로 224 지산빌딩 3층,PC방,35.1389421057692,126.792789730619
아이리스 PC 봉선점,4.76,광주 남구 봉선로 90,PC방,35.1255327430709,126.905946937396
아이템pc카페,0.0,광주 남구 봉선2로 41,PC방,35.1258899796219,126.910871693904
아이리스PC방,0.0,광주 서구 월드컵4강로42번길 62,PC방,35.1419173905441,126.882535223096
이스퀘어PC,0.0,광주 서구 상무대로 1083 3층,PC방,35.1529197129573,126.880275071854
아이센스리그PC 광주용봉점,0.0,광주 북구 용봉택지로 42 2층 아이센스리그PC방 광주용봉점,PC방,35.1784153940059,126.890915972833
라이또PC방 광주충장점,4.43,광주 동구 충장로안길 7-1 3층,PC방,35.1484963691344,126.91480269559
아이리스 pc pop,4.59,광주 광산구 용아로379번길 54 2층 아이리스 pc pop,PC방,35.1768712267716,126.801275998495
아이리스PC카페 장덕점,4.41,광주 광산구 장신로50번길 4,PC방,35.1905613002876,126.815423543509
조이온PC,0.0,광주 광산구 송도로 173,PC방,35.1303288645484,126.793416422853
큐브PCcafe,0.0,광주 광산구 광산로 13-1,PC방,35.1382579597976,126.793468485115
제너스PC 광주상무점,0.0,광주 서구 치평로 116 지하1층,PC방,35.157715638966,126.847656474155
아이센스리그PC 광주금호점,0.0,광주 서구 운천로 15 3층,PC방,35.1339948081943,126.858905289408
아이리스 pc방,0.0,광주 북구 대천로 140-6,PC방,35.1863680576575,126.921396642276
레포스카페앤피씨,0.0,광주 광산구 송정로16번길 38,PC방,35.1352910174923,126.791717543031
블랑PC방 신가점,0.0,광주 광산구 하남대로 213,PC방,35.1797958320655,126.817052152778
블랑PC방,4.17,광주 광산구 수완로 59,PC방,35.1903792852108,126.828460266243
아이비스PC방 충장점,4.51,광주 동구 중앙로160번길 13 파레스호텔 2층,PC방,35.1476930389561,126.914621802198
아프리카TV 오픈스튜디오 광주서구점,0.0,광주 서구 상무중앙로 34,PC방,35.1499576050283,126.848853752158
ICON PC,0.0,광주 북구 우치로110번길 9 지하1층,PC방,35.1774381053719,126.913033473652
욜로PC 방 광주본점,0.0,광주 광산구 첨단중앙로 110 4층,PC방,35.2151741711657,126.84318494165
스타덤PC방 광주장덕점,0.0,광주 광산구 풍영로 219 5층,PC방,35.1911890685654,126.813935005725
스타피씨존,0.0,광주 남구 대남대로 173 3층,PC방,35.1334056336052,126.906203740249
아이센스리그PC 광주풍암2호점,0.0,광주 서구 풍암신흥로 22 3층,PC방,35.1199643950587,126.865922422831
아이리스PC POP 진월점,4.52,광주 남구 서문대로 665,PC방,35.1190261052005,126.898622465843
아이센스리그PC 광주수완점,0.0,광주 광산구 장신로147번길 5-18 201호,PC방,35.1916620527008,126.824843623084
아이리스 학동점,0.0,광주 동구 남문로 687 (학동 868-20번지),PC방,35.1318515736271,126.928515221443
아이리스PCPOP,0.0,광주 북구 서하로 185,PC방,35.1874548932466,126.900747816694
애플트리PC,0.0,광주 광산구 수등로 253,PC방,35.1853841277982,126.836651090564
아이리스PC팝,0.0,광주 동구 서석로 41-1,PC방,35.14676097592,126.91793328648
아이리스 PC POP,0.0,광주 서구 풍금로 153 2층 아이리스PC POP,PC방,35.1303726114237,126.858458624136
LC PC,0.0,광주 광산구 첨단중앙로 96,PC방,35.2138342256441,126.843465057781
아이맥스PC방,0.0,광주 광산구 소촌로152번길 30,PC방,35.1574779528263,126.795188161001
아이리스 PC POP 치평점,0.0,광주 북구 서하로 198 2층 아이센스리그PC방,PC방,35.1870562168664,126.902067910841
블루오션pc방,0.0,광주 북구 설죽로202번길 80 2층,PC방,35.1771634544115,126.901819377961
PCGROUND,0.0,광주 서구 화정로243번길 4,PC방,35.1475380179121,126.883665594945
첨단 미스터K PC방,0.0,광주 북구 송해로 63,PC방,35.2039911589394,126.899579021756
그레이드pc클럽,4.47,광주 북구 경열로234번길 1,PC방,35.1601594897418,126.907392992839
아이리스PC카페 상무점,4.54,광주 광산구 월계로 117-32,PC방,35.2158782423141,126.840925215478
아이리스,0.0,광주 북구 북문대로 117 로데오빌딩 5층,PC방,35.1796737888301,126.874542474338
아이리스PC POP 송정점,0.0,광주 남구 서문대로 662 4층 401호 아이센스리그pc방,PC방,35.1184001919882,126.899156609509
아이리스 PC 봉선점,0.0,광주 서구 월드컵4강로 233,PC방,35.1467183486091,126.873873619402
아이템pc카페,0.0,광주 서구 상무대로 817,PC방,35.148587444198,126.851769712106
아이리스PC방,0.0,광주 서구 월산로 167,PC방,35.1525144786505,126.894864466577
이스퀘어PC,4.44,광주 북구 하서로 424 월계수타워 3층,PC방,35.212639881358,126.875054757466
아이센스리그PC 광주용봉점,0.0,광주 광산구 내상로 36,PC방,35.1385662907242,126.796651911355
라이또PC방 광주충장점,0.0,광주 북구 안산로 5,PC방,35.1877976972645,126.902322952458
아이리스 pc pop,0.0,광주 광산구 수완로73번길 3,PC방,35.1916287901724,126.828494532658
아이리스PC카페 장덕점,4.11,광주 남구 효천2로가길 17 에코시티빌딩 4층,PC방,35.101429781883,126.874946206455
조이온PC,4.23,광주 남구 서문대로 700 2층,PC방,35.1218220134326,126.89901120091
큐브PCcafe,0.0,광주 남구 봉선로 205 2층,PC방,35.1228091576923,126.917686449713
제너스PC 광주상무점,0.0,광주 서구 운천로 7 3층,PC방,35.1334362975892,126.859037589563
아이센스리그PC 광주금호점,0.0,광주 서구 풍암순환로 149,PC방,35.1238460171723,126.883525403245
아이리스 pc방,0.0,광주 북구 첨단연신로107번길 45-21,PC방,35.2069550635556,126.860687763634
레포스카페앤피씨,0.0,광주 광산구 사암로 303,PC방,35.1714313965668,126.809028850926
블랑PC방 신가점,0.0,광주 서구 화정로 119 2층 아이센스리그PC방,PC방,35.1453302897052,126.870574966495
블랑PC방,3.91,광주 광산구 사암로216번길 38-6 3층 아이센스리그PC방,PC방,35.1630268084077,126.81036376653
아이비스PC방 충장점,0.0,광주 동구 남문로 750,PC방,35.1369490977886,126.925594569477
아프리카TV 오픈스튜디오 광주서구점,0.0,광주 광산구 풍영로200번길 63 3층,PC방,35.1898800202302,126.817720066789
ICON PC,0.0,광주 서구 내방로 52 현대아파트,PC방,35.15795130274,126.844923918285
욜로PC 방 광주본점,0.0,광주 광산구 무진대로232번길 28,PC방,35.1603106344711,126.80557268003
스타덤PC방 광주장덕점,0.0,광주 북구 서하로 120,PC방,35.186394583127,126.89337608604
스타피씨존,0.0,광주 동구 무등로 484,PC방,35.1548750320798,126.932878409103
아이센스리그PC 광주풍암2호점,4.63,광주 북구 우치로 128,PC방,35.1788303577851,126.912306986784
아이리스PC POP 진월점,0.0,광주 남구 봉선1로 118-1 1층,PC방,35.1272602342759,126.917890646122
아이센스리그PC 광주수완점,0.0,광주 광산구 용아로379번길 55,PC방,35.1763625502096,126.80136044894
아이리스 학동점,0.0,광주 북구 대자로 86,PC방,35.1730737801643,126.881887984176
아이리스PCPOP,0.0,광주 광산구 목련로273번길 99,PC방,35.1785760575253,126.824504038908
애플트리PC,4.33,광주 북구 서하로 369,PC방,35.1862772032295,126.920984458622
아이리스PC팝,0.0,광주 북구 매곡로 70 지하1층,PC방,35.1912675505624,126.893243011816
아이리스 PC POP,0.0,광주 북구 태봉로 71 2층,PC방,35.1633333176507,126.906289473148
LC PC,4.07,광주 광산구 신창로 64,PC방,35.1909424340389,126.837399334676
아이맥스PC방,0.0,광주 북구 군왕로 46,PC방,35.1652662555113,126.932215567169
아이리스PC 첨단월계점,0.0,광주 동구 제봉로 220-1,PC방,35.1549821509234,126.913969293835
애플PC방,0.0,광주 서구 상일로 58 3층 라움pccafe,PC방,35.1607591669436,126.863457626344
이거시PC카페,0.0,광주 북구 양산로 48,PC방,35.2102364668979,126.879358958193
338PC방 본점,0.0,광주 북구 동운로 234 2층 아일랜드pc방,PC방,35.1740632611319,126.875557301757
블랑pc방,0.0,광주 북구 북문대로169번길 19,PC방,35.1829523248335,126.87046539745
아이센스리그PC 광주월곡점,0.0,광주 광산구 풍영철길로 15 콜럼버스월드,PC방,35.1628952489774,126.811659800292
더엑스PC 광주본점,0.0,광주 광산구 북문대로419번길 61 3층,PC방,35.1923248617914,126.846107392131
아이리스 운천점,0.0,광주 서구 화정로 103,PC방,35.1453177339425,126.868706705711
위드 PC ZONE,0.0,광주 북구 중가로 60,PC방,35.1590442956364,126.906763159963
아이리스PC POP 동강대점,0.0,광주 광산구 풍영로200번길 51 2층,PC방,35.1899064074645,126.8169879892
아이센스리그PC 오치점,0.0,광주 북구 서하로 198 2층 아이센스리그PC방,PC방,35.1870562168664,126.902067910841
긱스타PC 상대점,0.0,광주 북구 양산택지로51번길 2,PC방,35.2110014260059,126.880248953232
BRO PC방,0.0,광주 북구 매곡로 74 지하1층,PC방,35.1914082073305,126.893090206586
베니피씨플레이스,0.0,광주 북구 동운로213번길 31 1층,PC방,35.1757191454095,126.873384680399
아이리스PCPOP중흥점,0.0,광주 북구 죽봉대로 203,PC방,35.1716769176722,126.884285798001
블루오션,0.0,광주 남구 대남대로 289,PC방,35.1379649327335,126.895859971237
아프리카TV 오픈스튜디오 PC방 광주운암점,0.0,광주 동구 지호로 35,PC방,35.1480844610406,126.932896605621
아이센스리그PC 진월점,0.0,광주 서구 내방로353번길 7,PC방,35.1580606383874,126.879206213
아이리스PC,0.0,광주 남구 효덕로 276,PC방,35.1081813865137,126.897310101534
애플트리pc방,0.0,광주 서구 상무오월로15번길 28-3 1층,PC방,35.1580070531066,126.861477095339
힐링아일랜드PC카페,0.0,광주 서구 화개중앙로 97,PC방,35.1272621313601,126.852367460867
BOX PC CAFE,4.42,광주 광산구 풍영로 83 303호 IRIS PC POP,PC방,35.1794659348203,126.810889110833
리턴pc방,0.0,광주 광산구 장신로 261 드림프라자 5층,PC방,35.1909533362174,126.838744457536
스타덤PC방 광주오치점,0.0,광주 서구 상무1동 986-34,PC방,35.1537801153732,126.86742770839
아이리스pc카페,0.0,광주 서구 화운로193번길 28 4층 라이또pc방,PC방,35.1563498383711,126.873706090492
쇼타임PC 광주임암점,0.0,광주 서구 월드컵4강로28번길 45-28 2층,PC방,35.1416064105829,126.88206074751
블랑PC방,0.0,광주 광산구 첨단중앙로106번길 23,PC방,35.2150213687587,126.844354168619
라이또PC방 광주봉선점,0.0,광주 서구 금화로 96,PC방,35.1319867657878,126.859149368412
아무pc아뜰리에 금호점,0.0,광주 남구 금화로440번길 10,PC방,35.1445134413325,126.891974861632
아이리스PC방,0.0,광주 서구 유림로98번길 3,PC방,35.1713056129077,126.864436730443
아이리스PC POP 신용점,0.0,광주 광산구 손재로110번길 35 2층,PC방,35.1763566179168,126.798749478467
스타일PC,0.0,광주 동구 필문대로287번길 30,PC방,35.1444722373377,126.929997590986
아이센스리그PC 화정점,0.0,광주 서구 풍암신흥로 20,PC방,35.1196831250934,126.865882512945
아이센스리그PC 광주우산점,0.0,광주 북구 동문대로 189 2층,PC방,35.1792562098307,126.929192383734
로그타운PC,0.0,광주 동구 문화전당로35번길 22,PC방,35.1451050694677,126.91672169365
라이또PC방 광주장덕점,0.0,광주 광산구 목련로273번길 106 3층,PC방,35.1785515283823,126.824993939148
조이PC cafe,0.0,광주 북구 평교로 40,PC방,35.1804118848686,126.925952952464
제로100PC방,0.0,광주 북구 첨단연신로91번길 10,PC방,35.2065518542561,126.863266801363
위드pc방,0.0,광주 광산구 신창로 129 5층,PC방,35.196885857887,126.838401886538
아이팝PC존,0.0,광주 서구 유림로98번길 39 3층,PC방,35.1711109847776,126.868170732717
블랑PC,0.0,광주 서구 풍암1로21번길 3-12,PC방,35.125946336378,126.878526260683
아이리스 PC 방림점,0.0,광주 서구 치평로 24,PC방,35.1494873055939,126.847654362087
블링pc,4.38,광주 남구 월산로151번길 2,PC방,35.1513440909812,126.895522909277
청개구리피시방 운암점,0.0,광주 남구 대남대로171번길 6 1층,PC방,35.1329890743994,126.906269501941
아이리스PCCAFE,3.88,광주 북구 갈마로 45,PC방,35.1620317162145,126.935493708727
케이원PC방,0.0,광주 광산구 수등로 268 4층 레드PC,PC방,35.184964641765,126.83806394817
피씨뱅크,0.0,광주 북구 자미로 64,PC방,35.1715154555654,126.904747878527
헌터pc방 광주신안점,0.0,광주 광산구 왕버들로 86,PC방,35.2022174199651,126.820160901224
비트PC존 광주신창점,0.0,광주 서구 화운로193번길 36-18 4층,PC방,35.1567602080564,126.873601191069
비원pc방,0.0,광주 광산구 첨단중앙로 96,PC방,35.2138342256441,126.843465057781
아이러브pc클럽,0.0,광주 서구 상무대로1081번길 29-26,PC방,35.1558029890148,126.878560589097
라움pccafe,0.0,광주 서구 칠성로 27,PC방,35.166559153091,126.860544292409
아이리스피씨팝,0.0,광주 서구 시청로 7,PC방,35.1490619004014,126.851312103527
아일랜드pc방,0.0,광주 서구 군분2로 17,PC방,35.1545349240006,126.880888951216
블루오션,0.0,광주 서구 상무대로1005번길 27,PC방,35.1542755498153,126.871657199605
브로스pc카페,0.0,광주 광산구 월계로 191,PC방,35.2136391827322,126.846428407237
더블유오pc방,4.53,광주 서구 상무대로 882,PC방,35.1501359568042,126.85853558032
아이리스팝PC,0.0,광주 북구 우치로100번길 24,PC방,35.1762737193435,126.913644756311
PC토랑,0.0,광주 북구 삼정로 122 번지 2층 청담PC,PC방,35.1718161257323,126.934957424112
헌터PC방 광주수완점,0.0,"광주 북구 설죽로202번길 88 2,3층",PC방,35.1772375034083,126.90221252234
이안pc라운지,0.0,광주 북구 송해로 71,PC방,35.2047590624393,126.89930309359
소풍pc,4.73,광주 남구 광복마을길 43 지하1층,PC방,35.1216824200409,126.897434352116
아이리스pc방,0.0,광주 동구 무등로 304,PC방,35.1621331238007,126.916208664113
아이센스리그PC 광주운암점,4.29,광주 북구 설죽로 506-4 2층,PC방,35.2042077713392,126.898626314982
승리PC방,0.0,광주 북구 호동로 65,PC방,35.1774925188669,126.917900655583
모던PC방,0.0,광주 남구 용대로 162-1,PC방,35.1306728506176,126.918368553051
레몬PC,0.0,광주 북구 북문대로 97,PC방,35.1781635281014,126.876081078786
강남PC,0.0,광주 동구 중앙로 260,PC방,35.1549054721251,126.920886394419
블루오션pc방,0.0,광주 남구 독립로 102-1,PC방,35.1427239000051,126.903425339467
아무PC아뜰리에,0.0,광주 북구 양산택지로 52,PC방,35.210759936091,126.880595917055
만땅 PC,0.0,광주 서구 쌍촌로36번길 13,PC방,35.1480465209378,126.866486100668
Iris pc pop 흑석점,0.0,광주 광산구 산정공원로59번길 40,PC방,35.1730663016283,126.804077814284
긱스타PC방,0.0,광주 동구 필문대로 267,PC방,35.1472763745873,126.928152322957
산소피시방 쌍촌점,0.0,광주 광산구 하남대로261번길 14 3층 nu pc방,PC방,35.1804965729187,126.82264597728
라이또pc방 광주내방점,0.0,광주 광산구 신창로 125,PC방,35.1964636433096,126.838183769196
헌터PC방 광주화정점,0.0,광주 동구 필문대로 269,PC방,35.1471525451731,126.928182061594
소풍PC방,0.0,광주 광산구 첨단중앙로170번길 20,PC방,35.2205117130211,126.842920948391
애플피씨존,0.0,광주 남구 봉선로 30,PC방,35.1305876734689,126.903075407245
엔젤PC존 운진각2호점,0.0,광주 북구 하백로6번길 20,PC방,35.1877327026655,126.892422309935
엘리시아PC존,0.0,광주 북구 서하로 193,PC방,35.187467101111,126.901680393455
아이센스리그PC 광주하남점,0.0,광주 남구 제중로 46 스타PC클럽,PC방,35.1385566919917,126.914036175127
TUG PC방,0.0,광주 광산구 임방울대로332번길 19 3충,PC방,35.1897632821246,126.825045223066
비트PC클럽 풍암점,0.0,광주 북구 동운로213번길 28,PC방,35.1756363784296,126.873708544691
아이컨츄리 pc zone,0.0,광주 북구 우치로 80 용봉빌딩 3층,PC방,35.174647854295,126.912893186268
아이맥스PC방,0.0,광주 서구 상무화원로32번길 35,PC방,35.1464379603561,126.846193164378
베니PC방,0.0,광주 북구 호동로 70 문흥동),PC방,35.1777545962595,126.918245543913
아이리스pc카페 문흥점,0.0,광주 서구 풍금로 3,PC방,35.1205553283359,126.865921125471
크라우드PC방 첨단2지구점,0.0,광주 북구 양산로 37-6,PC방,35.2109443083121,126.878737505554
해피로PC 광주신창점,0.0,광주 북구 면앙로139번길 54,PC방,35.1788651019727,126.928715607636
팡팡피시방 PC CAFE,0.0,광주 광산구 첨단중앙로152번길 13 2층 아이리스 PC POP,PC방,35.219141904518,126.843038696469
샹떼PC방 풍암점,0.0,광주 광산구 수등로 267 2층,PC방,35.1853305590723,126.838106919184
BlancPC방 상무점,0.0,광주 광산구 임방울대로826번길 60-1,PC방,35.2146001587463,126.848468128737
블루오션pc방,0.0,"광주 광산구 월계로 169 4층 401,402호",PC방,35.2136680435915,126.844044726574
The Beat Pc cafe,0.0,광주 서구 풍암1로21번길 15 2층.(풍암동),PC방,35.1258350400648,126.879632645558
아이리스PCCAFE 두암점,4.81,광주 광산구 임방울대로 144 번길 2층,PC방,35.1739731986084,126.817911789151
레드PC,0.0,광주 북구 양산제로137번길 21,PC방,35.2043957069198,126.870291339188
블루오션PC,0.0,광주 광산구 어등대로 422 3층,PC방,35.1492487160904,126.769869547982
엘리시아PC,0.0,광주 광산구 장신로 81 빛고을 빌딩 1층 수완PC방,PC방,35.191930678569,126.818252518716
쿤PC방,0.0,광주 서구 풍금로151번길 14,PC방,35.1313173403945,126.858236125673
라움PC방,0.0,광주 북구 북문대로247번길 12-2,PC방,35.1866066255326,126.864637717262
블루피시방,0.0,광주 남구 효우로 79-1,PC방,35.1063211454049,126.904591804799
브레인PC방,0.0,광주 서구 하남대로680번길 3,PC방,35.1711593198676,126.86720092717
여우PC,0.0,광주 광산구 수등로 254,PC방,35.1849582610974,126.836534796069
저스티스PC방,0.0,광주 광산구 어등대로 420,PC방,35.1491139230982,126.770323602454
GINI PC방 레스토랑,4.25,광주 북구 동문대로 16-2,PC방,35.166235082019,126.920024081387
만땅pc,0.0,광주 서구 상무대로876번길 13,PC방,35.1491771553223,126.857744678273
이터널PC카페,0.0,광주 광산구 임방울대로 142-10 3층,PC방,35.1737094017163,126.818352028322
베니pc방,0.0,광주 서구 풍금로177번길 11,PC방,35.1315114707373,126.858216259245
청담PC방,0.0,광주 북구 양일로 51-1 연제아이콤타워,PC방,35.1980273611985,126.870358344449
라인PC용봉점,0.0,광주 남구 봉선중앙로123번길 20 송암빌딩,PC방,35.1320227666154,126.908449422918
플랫폼pc방,0.0,광주 동구 동계로 15,PC방,35.1531191243828,126.924220732006
만땅PC,0.0,광주 광산구 신창로131번길 15 2층,PC방,35.1971485619887,126.837832345903
점퍼pc방,0.0,광주 서구 운천로 69,PC방,35.1388358847194,126.857783080196
아이센스리그PC 일곡점,3.95,광주 북구 설죽로 496-5,PC방,35.2039778279272,126.899047856352
썸PC&CAFE,0.0,광주 북구 우치로 76,PC방,35.1741875736968,126.912952297771
자비스PC존,0.0,광주 서구 운천로204번길 7,PC방,35.1512713252825,126.856175075665
엘리시아pc카페,0.0,광주 광산구 하남대로 151,PC방,35.1802725904097,126.810218655861
케냐PC존,0.0,광주 광산구 풍영로 93,PC방,35.1804305816574,126.811304387178
펀&펀PC백운점,0.0,광주 광산구 월계로 50,PC방,35.2108727907854,126.832191546412
아지트PC,3.86,광주 북구 하서로423번길 26,PC방,35.213218988079,126.873309130052
블루오션PC방,0.0,광주 북구 우치로90번길 8-3,PC방,35.1753266919894,126.91318008014
브로스피시방,0.0,광주 북구 문산로 43 명성빌딩 4층,PC방,35.1856836435089,126.922916051051
게임스토리,0.0,광주 북구 군왕로 206,PC방,35.1790520241772,126.935771189736
앤유pc방,0.0,광주 북구 우치로 225,PC방,35.1849961457738,126.90555668065
청담pc방,0.0,광주 서구 풍암중앙로 39,PC방,35.1251762741011,126.878679353045
올리브피시방 조대점,0.0,광주 광산구 월계로 167 2층 위더스 pc방,PC방,35.214264648831,126.84369630263
더캠프PC방 광주첨단캠프,0.0,광주 북구 서방로107번길 39,PC방,35.1722398375078,126.925098199629
블랑PC방,0.0,광주 서구 독립로 187,PC방,35.1499668660508,126.905121103443
블루오션PC,0.0,광주 남구 독립로 165,PC방,35.1483195262219,126.903733577648
pc플랫폼,0.0,광주 북구 호동로 47,PC방,35.1762863128527,126.917091478675
스타PC,4.17,광주 북구 설죽로 499 서영빌딩3층,PC방,35.2036438915495,126.897989973525
샹떼PC방 수완점,0.0,광주 광산구 선운로 7,PC방,35.1489615454436,126.770393387654
라이또PC방 광주운암점,0.0,광주 북구 매곡로 17 2층,PC방,35.1865675322833,126.893968302848
3POP PC방,0.0,광주 광산구 사암로 275,PC방,35.1689433365633,126.808771222343
아일랜드 pc방,0.0,광주 남구 효우2로 34,PC방,35.1018123329724,126.88834589369
소나무pc방,0.0,광주 북구 서암대로 39,PC방,35.172904664347,126.889112821951
조이앤조이PC방,0.0,광주 서구 내방로306번길 5,PC방,35.1570663867934,126.874108106825
망고PC방,0.0,광주 서구 내방로252번길 7,PC방,35.1570699225308,126.868194375918
블루오션PC,0.0,광주 북구 임방울대로 1034,PC방,35.21223124528,126.87020562278
아이리스 PC 첨단쌍암점,0.0,광주 광산구 임방울대로 148 2층,PC방,35.1744506955959,126.81794420632
헌터PC방 광주신가점,0.0,광주 북구 양일1로 3,PC방,35.1975097974992,126.870942794355
블루오션pc방,0.0,광주 북구 우치로110번길 15,PC방,35.1775059104873,126.913317184749
스타덤PC방 광주첨단점,0.0,광주 서구 치평로 116,PC방,35.157715638966,126.847656474155
퍼스트PC,0.0,광주 광산구 사암로106번길 57,PC방,35.1537817592605,126.81042242557
블랑PC방 운남점,0.0,광주 서구 상일로 58,PC방,35.1607591669436,126.863457626344
청담인터넷카페PC방,0.0,광주 동구 지산로 49,PC방,35.148211565421,126.932432404735
아이센스리그PC 호남대점,0.0,광주 남구 양림동 488-8,PC방,35.1367493646263,126.918731716134
수완PC방,0.0,광주 서구 상무대로1080번길 4 보훈매점 2층,PC방,35.1520306551123,126.880045906514
블랑PC방,0.0,광주 광산구 무진대로 229,PC방,35.1623319608416,126.805704850689
인터아이PC존,0.0,광주 남구 봉선1로 110,PC방,35.1271174130403,126.917030199736
아이리스 PC,0.0,광주 북구 저불로69번길 14 2층,PC방,35.1808298472032,126.893950065076
만땅PC,0.0,광주 광산구 송도로320번길 16-15 명지아파트 상가동 5층,PC방,35.1402985822967,126.803794029342
마블PC,0.0,광주 남구 백운로 69,PC방,35.1393644160089,126.905807914498
더엑스피씨방,0.0,광주 서구 화정로293번길 18,PC방,35.1509457818002,126.887375505503
만땅 PC,0.0,광주 광산구 송정로 44,PC방,35.1353066594793,126.795664162285
놀PC방 심곡점,0.0,광주 광산구 무진대로211번길 16,PC방,35.1630925999151,126.804071550789
플렉스PC,0.0,광주 북구 동문대로 15,PC방,35.166211482086,126.919367815945
라이또pc방 광주금호점,0.0,광주 남구 봉선중앙로 51,PC방,35.1254035168964,126.911122145103
라이또PC방 광주본점,0.0,광주 광산구 장신로50번길 23,PC방,35.1897420460247,126.815828790725
앙뜨피시방,0.0,광주 서구 월드컵4강로28번길 56,PC방,35.141126524506,126.882245021129
